Statistik_Code;Statistik_Label;Zeit_Code;Zeit_Label;Zeit;1_Merkmal_Code;1_Merkmal_Label;1_Auspraegung_Code;1_Auspraegung_Label;2_Merkmal_Code;2_Merkmal_Label;2_Auspraegung_Code;2_Auspraegung_Label;3_Merkmal_Code;3_Merkmal_Label;3_Auspraegung_Code;3_Auspraegung_Label;4_Merkmal_Code;4_Merkmal_Label;4_Auspraegung_Code;4_Auspraegung_Label;BEVSTD__Bevoelkerungsstand__Anzahl
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT001;1-Jährige;NAT;Nationalität;NATD;Deutsche;GES;Geschlecht;GESW;weiblich;11655
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT001;1-Jährige;NAT;Nationalität;NATD;Deutsche;GES;Geschlecht;;Insgesamt;23777
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT001;1-Jährige;NAT;Nationalität;NATA;Ausländer;GES;Geschlecht;GESM;männlich;2637
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT001;1-Jährige;NAT;Nationalität;NATA;Ausländer;GES;Geschlecht;GESW;weiblich;2615
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT001;1-Jährige;NAT;Nationalität;NATA;Ausländer;GES;Geschlecht;;Insgesamt;5252
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT001;1-Jährige;NAT;Nationalität;;Insgesamt;GES;Geschlecht;GESM;männlich;14759
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT001;1-Jährige;NAT;Nationalität;;Insgesamt;GES;Geschlecht;GESW;weiblich;14270
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT001;1-Jährige;NAT;Nationalität;;Insgesamt;GES;Geschlecht;;Insgesamt;29029
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT002;2-Jährige;NAT;Nationalität;NATD;Deutsche;GES;Geschlecht;GESM;männlich;11758
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT002;2-Jährige;NAT;Nationalität;NATD;Deutsche;GES;Geschlecht;GESW;weiblich;11272
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT002;2-Jährige;NAT;Nationalität;NATD;Deutsche;GES;Geschlecht;;Insgesamt;23030
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT002;2-Jährige;NAT;Nationalität;NATA;Ausländer;GES;Geschlecht;GESM;männlich;2774
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT002;2-Jährige;NAT;Nationalität;NATA;Ausländer;GES;Geschlecht;GESW;weiblich;2539
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT002;2-Jährige;NAT;Nationalität;NATA;Ausländer;GES;Geschlecht;;Insgesamt;5313
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT002;2-Jährige;NAT;Nationalität;;Insgesamt;GES;Geschlecht;GESM;männlich;14532
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT002;2-Jährige;NAT;Nationalität;;Insgesamt;GES;Geschlecht;GESW;weiblich;13811
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT002;2-Jährige;NAT;Nationalität;;Insgesamt;GES;Geschlecht;;Insgesamt;28343
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT003;3-Jährige;NAT;Nationalität;NATD;Deutsche;GES;Geschlecht;GESM;männlich;11789
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT003;3-Jährige;NAT;Nationalität;NATD;Deutsche;GES;Geschlecht;GESW;weiblich;11039
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT003;3-Jährige;NAT;Nationalität;NATD;Deutsche;GES;Geschlecht;;Insgesamt;22828
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT003;3-Jährige;NAT;Nationalität;NATA;Ausländer;GES;Geschlecht;GESM;männlich;2753
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT003;3-Jährige;NAT;Nationalität;NATA;Ausländer;GES;Geschlecht;GESW;weiblich;2570
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT003;3-Jährige;NAT;Nationalität;NATA;Ausländer;GES;Geschlecht;;Insgesamt;5323
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT003;3-Jährige;NAT;Nationalität;;Insgesamt;GES;Geschlecht;GESM;männlich;14542
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT003;3-Jährige;NAT;Nationalität;;Insgesamt;GES;Geschlecht;GESW;weiblich;13609
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT003;3-Jährige;NAT;Nationalität;;Insgesamt;GES;Geschlecht;;Insgesamt;28151
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT004;4-Jährige;NAT;Nationalität;NATD;Deutsche;GES;Geschlecht;GESM;männlich;11239
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT004;4-Jährige;NAT;Nationalität;NATD;Deutsche;GES;Geschlecht;GESW;weiblich;10698
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT004;4-Jährige;NAT;Nationalität;NATD;Deutsche;GES;Geschlecht;;Insgesamt;21937
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT004;4-Jährige;NAT;Nationalität;NATA;Ausländer;GES;Geschlecht;GESM;männlich;2756
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT004;4-Jährige;NAT;Nationalität;NATA;Ausländer;GES;Geschlecht;GESW;weiblich;2625
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT004;4-Jährige;NAT;Nationalität;NATA;Ausländer;GES;Geschlecht;;Insgesamt;5381
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT004;4-Jährige;NAT;Nationalität;;Insgesamt;GES;Geschlecht;GESM;männlich;13995
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT004;4-Jährige;NAT;Nationalität;;Insgesamt;GES;Geschlecht;GESW;weiblich;13323
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT004;4-Jährige;NAT;Nationalität;;Insgesamt;GES;Geschlecht;;Insgesamt;27318
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT005;5-Jährige;NAT;Nationalität;NATD;Deutsche;GES;Geschlecht;GESM;männlich;10694
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT005;5-Jährige;NAT;Nationalität;NATD;Deutsche;GES;Geschlecht;GESW;weiblich;10258
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT005;5-Jährige;NAT;Nationalität;NATD;Deutsche;GES;Geschlecht;;Insgesamt;20952
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT005;5-Jährige;NAT;Nationalität;NATA;Ausländer;GES;Geschlecht;GESM;männlich;2667
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT005;5-Jährige;NAT;Nationalität;NATA;Ausländer;GES;Geschlecht;GESW;weiblich;2548
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT005;5-Jährige;NAT;Nationalität;NATA;Ausländer;GES;Geschlecht;;Insgesamt;5215
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT005;5-Jährige;NAT;Nationalität;;Insgesamt;GES;Geschlecht;GESM;männlich;13361
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT005;5-Jährige;NAT;Nationalität;;Insgesamt;GES;Geschlecht;GESW;weiblich;12806
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT005;5-Jährige;NAT;Nationalität;;Insgesamt;GES;Geschlecht;;Insgesamt;26167
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT006;6-Jährige;NAT;Nationalität;NATD;Deutsche;GES;Geschlecht;GESM;männlich;10499
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT006;6-Jährige;NAT;Nationalität;NATD;Deutsche;GES;Geschlecht;GESW;weiblich;9766
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT006;6-Jährige;NAT;Nationalität;NATD;Deutsche;GES;Geschlecht;;Insgesamt;20265
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT006;6-Jährige;NAT;Nationalität;NATA;Ausländer;GES;Geschlecht;GESM;männlich;2964
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT006;6-Jährige;NAT;Nationalität;NATA;Ausländer;GES;Geschlecht;GESW;weiblich;2693
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT006;6-Jährige;NAT;Nationalität;NATA;Ausländer;GES;Geschlecht;;Insgesamt;5657
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT006;6-Jährige;NAT;Nationalität;;Insgesamt;GES;Geschlecht;GESM;männlich;13463
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT006;6-Jährige;NAT;Nationalität;;Insgesamt;GES;Geschlecht;GESW;weiblich;12459
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT006;6-Jährige;NAT;Nationalität;;Insgesamt;GES;Geschlecht;;Insgesamt;25922
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT007;7-Jährige;NAT;Nationalität;NATD;Deutsche;GES;Geschlecht;GESM;männlich;10567
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT007;7-Jährige;NAT;Nationalität;NATD;Deutsche;GES;Geschlecht;GESW;weiblich;10120
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT007;7-Jährige;NAT;Nationalität;NATD;Deutsche;GES;Geschlecht;;Insgesamt;20687
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT007;7-Jährige;NAT;Nationalität;NATA;Ausländer;GES;Geschlecht;GESM;männlich;2791
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT007;7-Jährige;NAT;Nationalität;NATA;Ausländer;GES;Geschlecht;GESW;weiblich;2599
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT007;7-Jährige;NAT;Nationalität;NATA;Ausländer;GES;Geschlecht;;Insgesamt;5390
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT007;7-Jährige;NAT;Nationalität;;Insgesamt;GES;Geschlecht;GESM;männlich;13358
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT007;7-Jährige;NAT;Nationalität;;Insgesamt;GES;Geschlecht;GESW;weiblich;12719
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT007;7-Jährige;NAT;Nationalität;;Insgesamt;GES;Geschlecht;;Insgesamt;26077
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT008;8-Jährige;NAT;Nationalität;NATD;Deutsche;GES;Geschlecht;GESM;männlich;11204
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT008;8-Jährige;NAT;Nationalität;NATD;Deutsche;GES;Geschlecht;GESW;weiblich;10484
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT008;8-Jährige;NAT;Nationalität;NATD;Deutsche;GES;Geschlecht;;Insgesamt;21688
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT008;8-Jährige;NAT;Nationalität;NATA;Ausländer;GES;Geschlecht;GESM;männlich;2841
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT008;8-Jährige;NAT;Nationalität;NATA;Ausländer;GES;Geschlecht;GESW;weiblich;2616
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT008;8-Jährige;NAT;Nationalität;NATA;Ausländer;GES;Geschlecht;;Insgesamt;5457
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT008;8-Jährige;NAT;Nationalität;;Insgesamt;GES;Geschlecht;GESM;männlich;14045
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT008;8-Jährige;NAT;Nationalität;;Insgesamt;GES;Geschlecht;GESW;weiblich;13100
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT008;8-Jährige;NAT;Nationalität;;Insgesamt;GES;Geschlecht;;Insgesamt;27145
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT009;9-Jährige;NAT;Nationalität;NATD;Deutsche;GES;Geschlecht;GESM;männlich;11632
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT009;9-Jährige;NAT;Nationalität;NATD;Deutsche;GES;Geschlecht;GESW;weiblich;11128
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT009;9-Jährige;NAT;Nationalität;NATD;Deutsche;GES;Geschlecht;;Insgesamt;22760
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT009;9-Jährige;NAT;Nationalität;NATA;Ausländer;GES;Geschlecht;GESM;männlich;2887
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT009;9-Jährige;NAT;Nationalität;NATA;Ausländer;GES;Geschlecht;GESW;weiblich;2629
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT009;9-Jährige;NAT;Nationalität;NATA;Ausländer;GES;Geschlecht;;Insgesamt;5516
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT009;9-Jährige;NAT;Nationalität;;Insgesamt;GES;Geschlecht;GESM;männlich;14519
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT009;9-Jährige;NAT;Nationalität;;Insgesamt;GES;Geschlecht;GESW;weiblich;13757
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT009;9-Jährige;NAT;Nationalität;;Insgesamt;GES;Geschlecht;;Insgesamt;28276
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT010;10-Jährige;NAT;Nationalität;NATD;Deutsche;GES;Geschlecht;GESM;männlich;14956
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT010;10-Jährige;NAT;Nationalität;NATD;Deutsche;GES;Geschlecht;GESW;weiblich;14116
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT010;10-Jährige;NAT;Nationalität;NATD;Deutsche;GES;Geschlecht;;Insgesamt;29072
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT010;10-Jährige;NAT;Nationalität;NATA;Ausländer;GES;Geschlecht;GESM;männlich;2754
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT010;10-Jährige;NAT;Nationalität;NATA;Ausländer;GES;Geschlecht;GESW;weiblich;2662
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT010;10-Jährige;NAT;Nationalität;NATA;Ausländer;GES;Geschlecht;;Insgesamt;5416
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT010;10-Jährige;NAT;Nationalität;;Insgesamt;GES;Geschlecht;GESM;männlich;17710
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT010;10-Jährige;NAT;Nationalität;;Insgesamt;GES;Geschlecht;GESW;weiblich;16778
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT010;10-Jährige;NAT;Nationalität;;Insgesamt;GES;Geschlecht;;Insgesamt;34488
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT011;11-Jährige;NAT;Nationalität;NATD;Deutsche;GES;Geschlecht;GESM;männlich;15449
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT011;11-Jährige;NAT;Nationalität;NATD;Deutsche;GES;Geschlecht;GESW;weiblich;14710
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT011;11-Jährige;NAT;Nationalität;NATD;Deutsche;GES;Geschlecht;;Insgesamt;30159
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT011;11-Jährige;NAT;Nationalität;NATA;Ausländer;GES;Geschlecht;GESM;männlich;2659
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT011;11-Jährige;NAT;Nationalität;NATA;Ausländer;GES;Geschlecht;GESW;weiblich;2576
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT011;11-Jährige;NAT;Nationalität;NATA;Ausländer;GES;Geschlecht;;Insgesamt;5235
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT011;11-Jährige;NAT;Nationalität;;Insgesamt;GES;Geschlecht;GESM;männlich;18108
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT011;11-Jährige;NAT;Nationalität;;Insgesamt;GES;Geschlecht;GESW;weiblich;17286
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT011;11-Jährige;NAT;Nationalität;;Insgesamt;GES;Geschlecht;;Insgesamt;35394
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DLAND;Bundesländer;11;Berlin;ALT103;Altersjahre;ALT012;12-Jährige;NAT;Nationalität;NATD;Deutsche;GES;Geschlecht;GESM;männlich;16084
